,Fecha,T3_TipoDato,T3_Periodo,Anyo,Valor
329,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,244.0
330,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,749.0
331,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,449.0
332,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,300.0
333,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,854.0
334,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,503.0
335,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,351.0
336,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,935.0
337,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,502.0
338,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,433.0
339,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,677.0
340,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,375.0
341,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,302.0
342,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,683.0
343,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,371.0
344,2023-01-01T00:00:00.000+01:00,Final value,"January 1st,",2023,312.0
